
project<,>/ˈprɒdʒekt/<,>/ˈprɑːdʒekt/<,>n.工程/n.课题/n.作业<,>The new highway project will start next month.<,>新的高速公路工程将于下个月开工。<,>Our group is working on a science project.<,>我们小组正在做一个科学课题。<,>She spent all weekend finishing her art project.<,>她花了整个周末完成她的美术作业。<,>pro(向前)+ject(投掷)→向前投→规划的项目<,>reject(v.拒绝)/inject(v.注射)/object(n.物体)
disease<,>/dɪˈziːz/<,>/dɪˈziz/<,>n.病/n.疾病/n.病害<,>The doctor diagnosed a rare disease.<,>医生诊断出一种罕见疾病。<,>Prevention is better than curing disease.<,>预防胜于治疗。<,>The crops were affected by a fungal disease.<,>庄稼感染了真菌病害。<,>dis(不)+ease(舒适)→不舒适→疾病<,>decease(n.死亡)/release(v.释放/n.发行)  

French<,>/frentʃ/<,>/frɛntʃ/<,>adj.法国的/n.法国人<,>She bought a French baguette for breakfast.<,>她买了法式长棍面包当早餐。<,>The French are known for their cuisine.<,>法国人以美食闻名。<,>He speaks fluent French.<,>他法语说得很流利。<,>France(法国)+ch→法国的<,>franchise(n.特许权)/frenzy(n.疯狂)  

indicate<,>/ˈɪndɪkeɪt/<,>/ˈɪndɪˌket/<,>v.标示/v.表示/v.表明<,>The sign indicates the direction to the hospital.<,>标志指示去医院的方向。<,>Her smile indicated approval.<,>她的微笑表示赞同。<,>Studies indicate that exercise improves memory.<,>研究表明运动能增强记忆力。<,>in(内)+dic(说)+ate→内部说明→表明<,>dedicate(v.奉献)/vindicate(v.辩护)  

aural<,>/ˈɔːrəl/<,>/ˈɔrəl/<,>adj.耳的/adj.听觉的<,>The test includes both written and aural sections.<,>测试包括笔试和听力部分。<,>She has excellent aural skills in music.<,>她有极好的音乐听觉能力。<,>Earphones provide an immersive aural experience.<,>耳机提供沉浸式听觉体验。<,>aur(耳)+al→耳朵的<,>oral(adj.口头的)/aerial(adj.空中的)  

basket<,>/ˈbɑːskɪt/<,>/ˈbæskɪt/<,>n.篮/n.篓/n.筐<,>She carried a basket of fresh fruits.<,>她提着一篮新鲜水果。<,>Throw the paper into the wastepaper basket.<,>把纸扔进废纸篓里。<,>The basketball went through the basket.<,>篮球穿过了篮筐。<,>bas(基础)+ket→基础容器→篮子<,>bucket(n.水桶)/casket(n.首饰盒)  

interpreter<,>/ɪnˈtɜːprɪtə(r)/<,>/ɪnˈtɝprɪtɚ/<,>n.译员/n.口译者<,>The interpreter translated the speech simultaneously.<,>口译员同步翻译了演讲。<,>She works as a sign language interpreter.<,>她是一名手语翻译。<,>We need an interpreter for this international meeting.<,>这次国际会议我们需要口译员。<,>interpret(解释)+er(人)→解释者<,>translator(n.笔译者)/interrupt(v.打断)  

mountain<,>/ˈmaʊntɪn/<,>/ˈmaʊntən/<,>n.山/n.山岳/n.山脉<,>They climbed the highest mountain in Africa.<,>他们攀登了非洲最高峰。<,>The village is surrounded by mountains.<,>村庄被群山环绕。<,>It's just a mountain of paperwork.<,>这只是一大堆文书工作。<,>mount(山)+ain→山脉<,>fountain(n.喷泉)/captain(n.船长)
obtain<,>/əbˈteɪn/<,>/əbˈteɪn/<,>v.获得/v.得到/v.买到<,>He obtained a rare book from the antique shop.<,>他从古董店买到了一本珍本书。<,>She obtained her degree with honors.<,>她以优异成绩获得了学位。<,>It's difficult to obtain tickets for the concert.<,>很难买到这场音乐会的票。<,>ob(加强)+tain(拿住)→牢牢拿住→获得<,>attain(v.达到)/retain(v.保留)/abstain(v.戒除)

activity<,>/ækˈtɪvəti/<,>/ækˈtɪvəti/<,>n.活动/n.活力/n.行动<,>The school offers various extracurricular activities.<,>学校提供各种课外活动。<,>Volcanic activity has increased recently.<,>最近火山活动增加了。<,>She's always full of energy and activity.<,>她总是充满活力和干劲。<,>act(行动)+ivity(状态)→活动状态<,>actuality(n.现实)/reactivity(n.反应性)/activism(n.激进主义)

lung<,>/lʌŋ/<,>/lʌŋ/<,>n.肺脏/n.肺<,>Smoking can damage your lungs.<,>吸烟会损害你的肺。<,>The doctor listened to his lungs with a stethoscope.<,>医生用听诊器听了他的肺部。<,>She took a deep breath, filling her lungs with fresh air.<,>她深吸一口气，让肺部充满新鲜空气。<,>lung与long(长)形似，肺是长条状器官<,>lunge(n.猛冲)/tongue(n.舌头)/flung(v.抛掷)

throughout<,>/θruːˈaʊt/<,>/θruːˈaʊt/<,>prep.遍及/adv.到处<,>The news spread throughout the school.<,>消息传遍了整个学校。<,>She remained calm throughout the crisis.<,>在整个危机期间她都保持冷静。<,>The museum has security cameras throughout the building.<,>博物馆在整个大楼都安装了监控摄像头。<,>through(穿过)+out(外面)→穿过所有外面→遍及<,>throughway(n.高速公路)/breakthrough(n.突破)/throughput(n.吞吐量)

measurable<,>/ˈmeʒərəbl/<,>/ˈmeʒərəbəl/<,>adj.可测量的<,>The experiment produced measurable results.<,>实验产生了可测量的结果。<,>There has been measurable progress in his English.<,>他的英语有了明显的进步。<,>The impact of the policy is not easily measurable.<,>这项政策的影响不容易衡量。<,>measure(测量)+able(能...的)→可测量的<,>immeasurable(adj.不可测量的)/measurably(adv.显著地)/measurement(n.测量)

clasp<,>/klɑːsp/<,>/klæsp/<,>n.扣子/n.钩子/n.别针<,>She fastened the clasp of her necklace.<,>她扣上了项链的搭扣。<,>The baby tightly clasped his mother's finger.<,>婴儿紧紧抓住妈妈的手指。<,>He wore a military cloak with a silver clasp.<,>他披着一件带银扣的军用斗篷。<,>cl(抓住)+asp(蛇)→像抓住蛇一样抓紧→扣住<,>grasp(v.抓住)/clash(n.冲突)/clamp(n.夹钳)

unit<,>/ˈjuːnɪt/<,>/ˈjuːnɪt/<,>n.单位/n.单元/n.部件<,>The apartment building has 50 residential units.<,>这栋公寓楼有50个住宅单元。<,>This textbook is divided into twelve units.<,>这本教科书分为十二个单元。<,>The CPU is the central processing unit of a computer.<,>CPU是计算机的中央处理单元。<,>uni(单一)+t→单个组成的部分→单元<,>unity(n.统一)/unite(v.联合)/unify(v.统一化)

spring<,>/sprɪŋ/<,>/sprɪŋ/<,>v.跳/v.跃/n.泉/n.跳跃<,>The cat sprang onto the table.<,>猫跳上了桌子。<,>Hot springs are popular tourist attractions.<,>温泉是受欢迎的旅游景点。<,>He sprang to his feet when he heard the news.<,>听到消息他一下子跳了起来。<,>s(蛇)+pring(看作bring带来)→蛇带来春天→泉水<,>sprint(v.冲刺)/sprang(v.跳跃过去式)/springy(adj.有弹性的)

home<,>/həʊm/<,>/hoʊm/<,>n.家/n.家乡/adj.家庭的<,>There's no place like home.<,>没有什么地方比得上家。<,>She works from home twice a week.<,>她每周有两天在家工作。<,>Home cooking always tastes the best.<,>家常菜总是最好吃的。<,>h(房子)+ome(看作come来)→来到房子里→家<,>homely(adj.朴素的)/homemade(adj.自制的)/homesick(adj.想家的)

grammar<,>/ˈɡræmə(r)/<,>/ˈɡræmər/<,>n.语法/n.语法书<,>Good grammar is essential for clear communication.<,>良好的语法对于清晰交流至关重要。<,>She bought a new English grammar book.<,>她买了一本新的英语语法书。<,>The teacher corrected my grammar mistakes.<,>老师改正了我的语法错误。<,>gram(写)+mar→书写规则→语法<,>glamour(n.魅力)/gram(abbr.克)/gramophone(n.留声机)
army<,>/ˈɑːmi/<,>/ˈɑrmi/<,>n.军队/n.陆军<,>He joined the army last year.<,>他去年参军了。<,>The army was deployed to the border.<,>军队被部署到了边境。<,>She comes from an army family.<,>她来自一个军人家庭。<,>arm(武器)+y(集体名词后缀)→军队<,>navy(n.海军)/air force(n.空军)/military(n.军队 adj.军事的)

clock<,>/klɒk/<,>/klɑk/<,>n.钟/n.仪表<,>The clock on the wall is five minutes slow.<,>墙上的钟慢了五分钟。<,>Check the fuel gauge clock regularly.<,>定期检查燃油表。<,>He clocked in at 8:00 am sharp.<,>他早上8点整打卡上班。<,>clo(close关闭)+ck→古代用关闭城门报时→钟<,>watch(n.手表)/timer(n.计时器)/chronometer(n.精密计时器)

domestic<,>/dəˈmestɪk/<,>/dəˈmɛstɪk/<,>adj.本国的/adj.家庭的<,>Domestic flights are often cheaper.<,>国内航班通常更便宜。<,>She enjoys domestic chores like cooking.<,>她喜欢做饭等家务活。<,>This is a domestic issue, not international.<,>这是国内问题，不是国际问题。<,>dome(家)+stic(形容词后缀)→家庭的<,>international(adj.国际的)/foreign(adj.外国的)/household(adj.家庭的 n.家庭)

ladder<,>/ˈlædə(r)/<,>/ˈlædər/<,>n.梯子/n.梯状物<,>He climbed up the ladder to fix the roof.<,>他爬上梯子修理屋顶。<,>There's a ladder in my stockings.<,>我的丝袜抽丝了。<,>The corporate ladder is hard to climb.<,>公司晋升阶梯很难攀登。<,>lad(男孩)+der→男孩爬的→梯子<,>step(n.台阶)/stair(n.楼梯)/escalator(n.自动扶梯)

doubt<,>/daʊt/<,>/daʊt/<,>n.怀疑/n.疑虑/v.怀疑<,>I have no doubt about his honesty.<,>我对他的诚实毫不怀疑。<,>She doubted whether he would come.<,>她怀疑他是否会来。<,>There's reasonable doubt in this case.<,>这个案件存在合理怀疑。<,>dou(double双)+bt→双面想法→怀疑<,>suspect(v.怀疑)/distrust(v.不信任)/question(v.质疑)

fork<,>/fɔːk/<,>/fɔrk/<,>n.餐叉/n.叉/n.分叉<,>Put the fork on the left side of the plate.<,>把餐叉放在盘子左边。<,>The road forks ahead; take the right path.<,>前方道路分叉，走右边。<,>He dug the garden with a fork.<,>他用叉子翻花园的土。<,>for(为了)+k(形状像叉子)→餐叉<,>spoon(n.勺子)/knife(n.刀子)/division(n.分叉)

course<,>/kɔːs/<,>/kɔrs/<,>n.课程/n.过程/n.一道菜<,>I'm taking a French course this semester.<,>这学期我在上法语课。<,>The main course will be served soon.<,>主菜马上就来。<,>In the course of time, things will improve.<,>随着时间的推移，情况会好转。<,>cour(run跑)+se→跑的过程→过程<,>class(n.班级)/lesson(n.课程)/process(n.过程)

intense<,>/ɪnˈtens/<,>/ɪnˈtɛns/<,>adj.强烈的/adj.紧张的<,>The intense heat made everyone uncomfortable.<,>强烈的热度让每个人都不舒服。<,>She has an intense personality.<,>她个性强烈。<,>The competition was intense.<,>竞争非常激烈。<,>in(里面)+tense(拉紧)→内部拉紧→紧张的<,>tense(adj.紧张的)/strong(adj.强烈的)/fierce(adj.激烈的)

advice<,>/ədˈvaɪs/<,>/ædˈvaɪs/<,>n.劝告/n.忠告/n.意见<,>I need your advice on this matter.<,>这件事我需要你的建议。<,>She gave me some good advice.<,>她给了我一些好建议。<,>Take my advice and study harder.<,>听我的劝告，更加努力学习。<,>ad(向)+vice(看)→向...看→建议<,>suggestion(n.建议)/counsel(n.忠告)/recommendation(n.推荐)

virtually<,>/ˈvɜːtʃuəli/<,>/ˈvɜrtʃuəli/<,>adv.实际上/adv.事实上<,>Virtually all students passed the exam.<,>实际上所有学生都通过了考试。<,>The project is virtually complete.<,>这个项目事实上已经完成了。<,>We're virtually neighbors.<,>我们其实是邻居。<,>virtual(虚拟的)+ly(副词后缀)→实际上<,>actually(adv.实际上)/practically(adv.几乎)/essentially(adv.本质上)
envy<,>/ˈenvi/<,>/ˈɛnvi/<,>v.妒忌/v.羡慕/n.妒忌/n.羡慕<,>She couldn't help but envy her friend's success.<,>她忍不住羡慕朋友的成功。<,>His new car is the envy of all his colleagues.<,>他的新车让所有同事都羡慕不已。<,>Envy is a destructive emotion that can ruin relationships.<,>嫉妒是一种会破坏人际关系的负面情绪。<,>en(使)+vy(看)→看到别人有而自己没有→嫉妒<,>enemy(n.敌人)/entry(n.进入)/envoy(n.使者)

duck<,>/dʌk/<,>/dʌk/<,>n.鸭/n.雌鸭/n.鸭肉<,>The duck is swimming in the pond.<,>鸭子在池塘里游泳。<,>We're having roast duck for dinner tonight.<,>我们今晚晚餐吃烤鸭。<,>She's feeding the ducks by the lake.<,>她正在湖边喂鸭子。<,>d(低头)+uck(发音似"鸭")→低头吃食的动物→鸭子<,>luck(n.运气)/tuck(v.卷起)/buck(n.雄鹿)

remark<,>/rɪˈmɑːk/<,>/rɪˈmɑrk/<,>n.评论/n.谈论/v.评论/v.谈论<,>He made a rude remark about her appearance.<,>他对她的外表发表了粗鲁的评论。<,>She remarked that the weather was unusually warm.<,>她评论说天气异常温暖。<,>The professor's remarks were very insightful.<,>教授的评论非常有见地。<,>re(再)+mark(标记)→再次标记→评论<,>mark(n.标记)/remarkable(adj.显著的)/demark(v.划界)

native<,>/ˈneɪtɪv/<,>/ˈneɪtɪv/<,>adj.本土的/n.本地人<,>He is a native English speaker.<,>他是以英语为母语的人。<,>This plant is native to South America.<,>这种植物原产于南美洲。<,>She returned to her native country after 10 years abroad.<,>在国外生活10年后，她回到了祖国。<,>nat(出生)+ive(形容词后缀)→出生地的→本地的<,>naive(adj.天真的)/nature(n.自然)/nation(n.国家)

purchase<,>/ˈpɜːtʃəs/<,>/ˈpɜrtʃəs/<,>n.买/n.购买/v.买<,>They made a large purchase at the department store.<,>他们在百货公司进行了大采购。<,>You can purchase tickets online or at the door.<,>你可以在网上或现场购票。<,>The house purchase took several months to complete.<,>房屋购买花了几个月才完成。<,>pur(完全)+chase(追逐)→完全追逐到手→购买<,>purpose(n.目的)/pursue(v.追求)/purchaser(n.购买者)

explode<,>/ɪkˈspləʊd/<,>/ɪkˈsploʊd/<,>v.使爆炸<,>The bomb exploded with a loud bang.<,>炸弹轰的一声爆炸了。<,>His anger exploded when he heard the news.<,>听到这个消息，他勃然大怒。<,>The population has exploded in recent years.<,>近年来人口激增。<,>ex(出)+plode(拍手)→像拍手一样突然爆发→爆炸<,>explore(v.探索)/exploit(v.剥削)/explosion(n.爆炸)

tragedy<,>/ˈtrædʒədi/<,>/ˈtrædʒədi/<,>n.惨事/n.惨案/n.悲剧<,>The plane crash was a terrible tragedy.<,>这次飞机失事是个可怕的悲剧。<,>Shakespeare wrote many famous tragedies.<,>莎士比亚写了许多著名的悲剧。<,>It's a tragedy that so many people lost their homes in the fire.<,>这么多人在火灾中失去家园，真是悲剧。<,>trag(山羊)+edy(歌)→古希腊悲剧演员穿羊皮→悲剧<,>comedy(n.喜剧)/tradition(n.传统)/tragic(adj.悲剧的)

scissors<,>/ˈsɪzəz/<,>/ˈsɪzərz/<,>n.剪刀/n.剪子<,>Could you pass me the scissors, please?<,>请把剪刀递给我好吗？<,>These scissors are too dull to cut paper.<,>这把剪刀太钝了，剪不了纸。<,>She used scissors to trim the fabric.<,>她用剪刀修剪布料。<,>s(形似剪刀形状)+ciss(切)+ors(工具)→切割工具→剪刀<,>cistern(n.水箱)/scissor(v.剪)/cis(前缀表示"切")

atom<,>/ˈætəm/<,>/ˈætəm/<,>n.原子/n.微粒/n.微量<,>An atom is the smallest unit of matter.<,>原子是物质的最小单位。<,>There isn't an atom of truth in his story.<,>他的故事没有一点真实性。<,>The scientist studied the structure of the atom.<,>这位科学家研究了原子的结构。<,>a(不)+tom(切割)→不可再分割的最小单位→原子<,>atomic(adj.原子的)/anatomy(n.解剖)/tomato(n.番茄)

suck<,>/sʌk/<,>/sʌk/<,>v.吸/v.吮/v.啜<,>The baby is sucking its thumb.<,>婴儿正在吮吸大拇指。<,>This vacuum cleaner sucks up dirt very well.<,>这个吸尘器吸尘效果很好。<,>Don't suck on the straw too hard.<,>别太用力吸吸管。<,>s(形似吸管)+uck(发音似"吸")→吸的动作<,>sock(n.袜子)/sunk(v.下沉)/suckle(v.哺乳)
flag<,>/flæɡ/<,>/flæɡ/<,>n.旗/n.旗帜<,>They raised the flag at dawn.<,>他们在黎明时分升起了旗帜。<,>She waved a small flag during the parade.<,>她在游行时挥舞着小旗子。<,>The flag fluttered in the breeze.<,>旗帜在微风中飘扬。<,>fl(飞)+ag(行动)→飘扬的旗帜<,>frag(n.碎片)/flak(n.高射炮)/flame(n.火焰)

person<,>/ˈpɜːsn/<,>/ˈpɜːrsn/<,>n.人/n.人身/n.本人<,>She's a very kind person.<,>她是个非常善良的人。<,>Each person has their own opinion.<,>每个人都有各自的看法。<,>The contract must be signed in person.<,>合同必须本人签署。<,>per(每)+son(声音)→每个人都有声音→人<,>parson(n.牧师)/persona(n.人物角色)/personal(adj.个人的)

essay<,>/ˈeseɪ/<,>/ˈɛseɪ/<,>n.短文/n.散文/n.小品文<,>He wrote an essay about climate change.<,>他写了一篇关于气候变化的短文。<,>Her essays are always thought-provoking.<,>她的散文总是发人深省。<,>This literary essay won first prize.<,>这篇文学小品文获得了一等奖。<,>es(出)+say(说)→说出想法→短文<,>assay(v.化验)/essence(n.本质)/easy(adj.容易的)

cliff<,>/klɪf/<,>/klɪf/<,>n.悬崖/n.峭壁<,>The castle stands on a high cliff.<,>城堡矗立在高高的悬崖上。<,>They climbed the steep cliff carefully.<,>他们小心地攀爬陡峭的悬崖。<,>Birds nest on the cliff face.<,>鸟儿在悬崖面上筑巢。<,>cli(倾斜)+ff(锋利)→陡峭的悬崖<,>cliffhanger(n.悬念)/clink(v.叮当响)/cliffy(adj.多悬崖的)

perspective<,>/pəˈspektɪv/<,>/pərˈspektɪv/<,>n.透视/n.远景/n.观点<,>The painting shows excellent perspective.<,>这幅画展现了出色的透视技法。<,>From this perspective, the city looks beautiful.<,>从这个角度看，城市很美。<,>We need to consider different perspectives.<,>我们需要考虑不同的观点。<,>per(完全)+spect(看)+ive→完全看到→透视<,>prospective(adj.预期的)/respective(adj.各自的)/inspective(adj.检查的)
